run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.equalized_odds_difference_0.2,metrics.correction_acc,metrics.correction_fnr,metrics.predictive_equality_difference_0.5,metrics.equalized_odds_difference_0.5,metrics.accuracy_0.8,metrics.correction_fpr,metrics.predictive_equality_difference_0.2,metrics.predictive_equality_difference_0.8,metrics.accuracy_0.2,metrics.equalized_odds_difference_0.8,metrics.equal_opportunity_difference_0.2,metrics.equal_opportunity_difference_0.5,metrics.demographic_parity_difference_0.5,metrics.demographic_parity_difference_0.8,metrics.roc_auc,metrics.auc_difference,metrics.equal_opportunity_difference_0.8,metrics.demographic_parity_difference_0.2,metrics.accuracy_0.5,params.threshold,params.correction_alg,params.senstive_attr,params.test_size,params.noise_type,params.classifier,params.dataset,params.noise_rate,tags.run,tags.mlflow.source.type,tags.mlflow.user,tags.mlflow.runName,tags.mlflow.source.git.commit,tags.test_set,tags.train_set,tags.mlflow.source.name
d7070ed163814d87ac0c87f1d797abd1,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/d7070ed163814d87ac0c87f1d797abd1/artifacts,2023-04-22 22:26:53.496000+00:00,2023-04-22 22:27:08.385000+00:00,0.9411764705882353,0.7109004739336493,0.797752808988764,0.0,0.6666666666666666,0.9052132701421801,0.030042918454935622,0.015706806282722512,0.0,0.909952606635071,0.0,0.9411764705882353,0.6666666666666667,0.6666666666666666,0.0,0.7884816753926701,0.7511549122266707,0.0,0.9807692307692307,0.9146919431279621,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.8,22042023_230909,LOCAL,ines,big-ray-308,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,corrected,noisy,run_noiseinjection.py
4c408524145f4995acf2feb823815114,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/4c408524145f4995acf2feb823815114/artifacts,2023-04-22 22:26:38.143000+00:00,2023-04-22 22:26:53.085000+00:00,0.49019607843137253,0.7109004739336493,0.797752808988764,0.2670157068062827,0.7058823529411765,0.7962085308056872,0.030042918454935622,0.43455497382198954,0.16230366492146597,0.5829383886255924,0.47058823529411764,0.4901960784313725,0.7058823529411764,0.30288461538461536,0.1875,0.6840314136125655,0.7662457653218355,0.47058823529411764,0.13301282051282054,0.7203791469194313,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.8,22042023_230909,LOCAL,ines,illustrious-bird-226,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,corrected,original,run_noiseinjection.py
89c01fa425e046bbb38a46cc61242556,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/89c01fa425e046bbb38a46cc61242556/artifacts,2023-04-22 22:26:22.741000+00:00,2023-04-22 22:26:37.757000+00:00,0.9411764705882353,0.7109004739336493,0.797752808988764,0.0,0.6666666666666666,0.9052132701421801,0.030042918454935622,0.015706806282722512,0.0,0.909952606635071,0.0,0.9411764705882353,0.6666666666666667,0.6666666666666666,0.0,0.7884816753926701,0.7511549122266707,0.0,0.9807692307692307,0.9146919431279621,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.8,22042023_230909,LOCAL,ines,zealous-carp-855,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,noisy,corrected,run_noiseinjection.py
9a38261c3e9c41a7aa07c1273b918e1a,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/9a38261c3e9c41a7aa07c1273b918e1a/artifacts,2023-04-22 22:26:07.856000+00:00,2023-04-22 22:26:22.372000+00:00,0.9411764705882353,0.7109004739336493,0.797752808988764,0.0,0.6666666666666666,0.9052132701421801,0.030042918454935622,0.015706806282722512,0.0,0.909952606635071,0.0,0.9411764705882353,0.6666666666666667,0.6666666666666666,0.0,0.7884816753926701,0.7511549122266707,0.0,0.9807692307692307,0.9146919431279621,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.8,22042023_230909,LOCAL,ines,beautiful-worm-695,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,noisy,noisy,run_noiseinjection.py
8b82503743d14ab7a4e83d520eca7a5c,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/8b82503743d14ab7a4e83d520eca7a5c/artifacts,2023-04-22 22:25:52.145000+00:00,2023-04-22 22:26:07.494000+00:00,0.49019607843137253,0.7109004739336493,0.797752808988764,0.2670157068062827,0.7058823529411765,0.7962085308056872,0.030042918454935622,0.43455497382198954,0.16230366492146597,0.5829383886255924,0.47058823529411764,0.4901960784313725,0.7058823529411764,0.30288461538461536,0.1875,0.6840314136125655,0.7662457653218355,0.47058823529411764,0.13301282051282054,0.7203791469194313,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.8,22042023_230909,LOCAL,ines,sedate-dog-744,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,noisy,original,run_noiseinjection.py
ab7023101cc54283805cbe3abe8a57f6,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/ab7023101cc54283805cbe3abe8a57f6/artifacts,2023-04-22 22:25:36.427000+00:00,2023-04-22 22:25:51.746000+00:00,1.0,0.7109004739336493,0.797752808988764,0.6666666666666666,0.6666666666666666,0.6635071090047393,0.030042918454935622,1.0,0.0,0.6682464454976303,0.0,0.9436619718309859,1.0,0.6666666666666666,0.0,0.8672032193158954,0.8861930708337618,1.0,0.9807692307692307,0.6540284360189573,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.8,22042023_230909,LOCAL,ines,efficient-shrew-126,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,original,corrected,run_noiseinjection.py
2de689153bb4423db95af498eb1fcf8b,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/2de689153bb4423db95af498eb1fcf8b/artifacts,2023-04-22 22:25:21.262000+00:00,2023-04-22 22:25:36.047000+00:00,1.0,0.7109004739336493,0.797752808988764,0.6666666666666666,0.6666666666666666,0.6635071090047393,0.030042918454935622,1.0,0.0,0.6682464454976303,0.0,0.9436619718309859,1.0,0.6666666666666666,0.0,0.8672032193158954,0.8861930708337618,1.0,0.9807692307692307,0.6540284360189573,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.8,22042023_230909,LOCAL,ines,adventurous-deer-984,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,original,noisy,run_noiseinjection.py
d49026fb989749d89afe4083f090087a,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/d49026fb989749d89afe4083f090087a/artifacts,2023-04-22 22:25:05.933000+00:00,2023-04-22 22:25:20.883000+00:00,0.9014084507042254,0.7109004739336493,0.797752808988764,0.08029197080291971,0.7323943661971831,0.8009478672985783,0.030042918454935622,0.09245742092457418,0.0364963503649635,0.8056872037914692,0.4788732394366197,0.09859154929577464,0.2676056338028169,0.30288461538461536,0.1875,0.9160965794768612,0.9152873445049861,0.5211267605633803,0.13301282051282054,0.8578199052132701,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.8,22042023_230909,LOCAL,ines,carefree-bass-620,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,original,original,run_noiseinjection.py
bd90d3a674ad477aa5ce6e6127ce84e2,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/bd90d3a674ad477aa5ce6e6127ce84e2/artifacts,2023-04-22 22:24:49.990000+00:00,2023-04-22 22:25:04.911000+00:00,0.4545454545454546,0.7459715639810427,0.7078651685393258,0.0,0.3333333333333333,0.8815165876777251,0.022889842632331903,0.12365591397849462,0.0,0.8436018957345972,0.0,0.45454545454545453,0.33333333333333337,0.3333333333333333,0.0,0.8043010752688172,0.780058651026393,0.0,0.8317307692307692,0.8862559241706162,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.7,22042023_230909,LOCAL,ines,brawny-grub-853,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,corrected,corrected,run_noiseinjection.py
0282242894e94ad1b2ddd5186470bb08,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/0282242894e94ad1b2ddd5186470bb08/artifacts,2023-04-22 22:24:35.141000+00:00,2023-04-22 22:24:49.622000+00:00,0.4545454545454546,0.7459715639810427,0.7078651685393258,0.0,0.3333333333333333,0.8815165876777251,0.022889842632331903,0.12365591397849462,0.0,0.8436018957345972,0.0,0.45454545454545453,0.33333333333333337,0.3333333333333333,0.0,0.8043010752688172,0.780058651026393,0.0,0.8317307692307692,0.8862559241706162,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.7,22042023_230909,LOCAL,ines,upbeat-cod-400,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,corrected,noisy,run_noiseinjection.py
6e20a4da5bab4e4f8f2e0856e90c25dc,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/6e20a4da5bab4e4f8f2e0856e90c25dc/artifacts,2023-04-22 22:24:20.029000+00:00,2023-04-22 22:24:34.757000+00:00,0.5303030303030303,0.7459715639810427,0.7078651685393258,0.24731182795698925,0.7727272727272727,0.8104265402843602,0.022889842632331903,0.41935483870967744,0.14516129032258066,0.6066350710900474,0.5454545454545454,0.5303030303030303,0.7727272727272727,0.30288461538461536,0.1875,0.7404301075268817,0.8108504398826979,0.5454545454545454,0.13301282051282054,0.7440758293838863,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.7,22042023_230909,LOCAL,ines,enchanting-pig-850,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,corrected,original,run_noiseinjection.py
a06b7312125d43fcbc2c10f9de2b3985,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/a06b7312125d43fcbc2c10f9de2b3985/artifacts,2023-04-22 22:24:04.940000+00:00,2023-04-22 22:24:19.623000+00:00,0.4545454545454546,0.7459715639810427,0.7078651685393258,0.0,0.3333333333333333,0.8815165876777251,0.022889842632331903,0.12365591397849462,0.0,0.8436018957345972,0.0,0.45454545454545453,0.33333333333333337,0.3333333333333333,0.0,0.8043010752688172,0.780058651026393,0.0,0.8317307692307692,0.8862559241706162,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.7,22042023_230909,LOCAL,ines,big-auk-127,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,noisy,corrected,run_noiseinjection.py
e13ca20cfe0a42df96b74c68253383d4,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/e13ca20cfe0a42df96b74c68253383d4/artifacts,2023-04-22 22:23:50.052000+00:00,2023-04-22 22:24:04.553000+00:00,0.4545454545454546,0.7459715639810427,0.7078651685393258,0.0,0.3333333333333333,0.8815165876777251,0.022889842632331903,0.12365591397849462,0.0,0.8436018957345972,0.0,0.45454545454545453,0.33333333333333337,0.3333333333333333,0.0,0.8043010752688172,0.780058651026393,0.0,0.8317307692307692,0.8862559241706162,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.7,22042023_230909,LOCAL,ines,tasteful-pig-696,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,noisy,noisy,run_noiseinjection.py
90364dc808614df89ec6516dc6461ad2,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/90364dc808614df89ec6516dc6461ad2/artifacts,2023-04-22 22:23:35.082000+00:00,2023-04-22 22:23:49.670000+00:00,0.5303030303030303,0.7459715639810427,0.7078651685393258,0.24731182795698925,0.7727272727272727,0.8104265402843602,0.022889842632331903,0.41935483870967744,0.14516129032258066,0.6066350710900474,0.5454545454545454,0.5303030303030303,0.7727272727272727,0.30288461538461536,0.1875,0.7404301075268817,0.8108504398826979,0.5454545454545454,0.13301282051282054,0.7440758293838863,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.7,22042023_230909,LOCAL,ines,useful-rat-931,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,noisy,original,run_noiseinjection.py
171d72fe8f5d46c6940681f2779c1117,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/171d72fe8f5d46c6940681f2779c1117/artifacts,2023-04-22 22:23:20.204000+00:00,2023-04-22 22:23:34.696000+00:00,0.9927007299270073,0.7459715639810427,0.7078651685393258,0.3333333333333333,0.3333333333333333,0.6635071090047393,0.022889842632331903,0.9927007299270073,0.0,0.8056872037914692,0.0,0.5211267605633803,1.0,0.3333333333333333,0.0,0.8651911468812877,0.8828004523491313,1.0,0.8317307692307692,0.6587677725118484,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.7,22042023_230909,LOCAL,ines,funny-bat-836,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,original,corrected,run_noiseinjection.py
ce2a0a7b22314dc7ae6f8622a0266bd5,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/ce2a0a7b22314dc7ae6f8622a0266bd5/artifacts,2023-04-22 22:23:05.485000+00:00,2023-04-22 22:23:19.824000+00:00,0.9927007299270073,0.7459715639810427,0.7078651685393258,0.3333333333333333,0.3333333333333333,0.6635071090047393,0.022889842632331903,0.9927007299270073,0.0,0.8056872037914692,0.0,0.5211267605633803,1.0,0.3333333333333333,0.0,0.8651911468812877,0.8828004523491313,1.0,0.8317307692307692,0.6587677725118484,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.7,22042023_230909,LOCAL,ines,clumsy-stork-714,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,original,noisy,run_noiseinjection.py
07124e3297ab4a6aaf36fd7fb37a4f35,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/07124e3297ab4a6aaf36fd7fb37a4f35/artifacts,2023-04-22 22:22:50.570000+00:00,2023-04-22 22:23:05.112000+00:00,0.9014084507042254,0.7459715639810427,0.7078651685393258,0.08029197080291971,0.7323943661971831,0.8009478672985783,0.022889842632331903,0.09245742092457418,0.0364963503649635,0.8056872037914692,0.4788732394366197,0.09859154929577464,0.2676056338028169,0.30288461538461536,0.1875,0.9160965794768612,0.9152873445049861,0.5211267605633803,0.13301282051282054,0.8578199052132701,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.7,22042023_230909,LOCAL,ines,beautiful-carp-801,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,original,original,run_noiseinjection.py
b73d7b68decd4a92a8cabefc4653c605,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/b73d7b68decd4a92a8cabefc4653c605/artifacts,2023-04-22 22:22:34.884000+00:00,2023-04-22 22:22:49.504000+00:00,0.4137931034482759,0.781042654028436,0.6095505617977528,0.027932960893854747,0.034482758620689655,0.8483412322274881,0.020028612303290415,0.17318435754189945,0.0,0.7962085308056872,0.0,0.41379310344827586,0.03448275862068961,0.028846153846153848,0.0,0.7973114525139664,0.7848198805625121,0.0,0.7692307692307692,0.8293838862559242,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.6,22042023_230909,LOCAL,ines,defiant-gnat-436,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,corrected,corrected,run_noiseinjection.py
82ecee359a034712b2f38b07d2653140,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/82ecee359a034712b2f38b07d2653140/artifacts,2023-04-22 22:22:20.327000+00:00,2023-04-22 22:22:34.504000+00:00,0.4137931034482759,0.781042654028436,0.6095505617977528,0.027932960893854747,0.034482758620689655,0.8483412322274881,0.020028612303290415,0.17318435754189945,0.0,0.7962085308056872,0.0,0.41379310344827586,0.03448275862068961,0.028846153846153848,0.0,0.7973114525139664,0.7848198805625121,0.0,0.7692307692307692,0.8293838862559242,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.6,22042023_230909,LOCAL,ines,funny-grub-813,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,corrected,noisy,run_noiseinjection.py
8310349815a14e9b90edb6394f43dcd5,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/8310349815a14e9b90edb6394f43dcd5/artifacts,2023-04-22 22:22:05.282000+00:00,2023-04-22 22:22:19.973000+00:00,0.4942528735632184,0.781042654028436,0.6095505617977528,0.22905027932960895,0.7586206896551724,0.8056872037914692,0.020028612303290415,0.40782122905027934,0.1340782122905028,0.6208530805687204,0.5172413793103449,0.49425287356321834,0.7586206896551724,0.30288461538461536,0.1875,0.7625698324022346,0.8177615103062994,0.5172413793103448,0.13301282051282054,0.7582938388625592,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.6,22042023_230909,LOCAL,ines,enchanting-eel-16,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,corrected,original,run_noiseinjection.py
18bbb3cf381a4d07a07e04bcaae3936c,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/18bbb3cf381a4d07a07e04bcaae3936c/artifacts,2023-04-22 22:21:50.439000+00:00,2023-04-22 22:22:04.850000+00:00,0.4137931034482759,0.781042654028436,0.6095505617977528,0.027932960893854747,0.034482758620689655,0.8483412322274881,0.020028612303290415,0.17318435754189945,0.0,0.7962085308056872,0.0,0.41379310344827586,0.03448275862068961,0.028846153846153848,0.0,0.7973114525139664,0.7848198805625121,0.0,0.7692307692307692,0.8293838862559242,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.6,22042023_230909,LOCAL,ines,vaunted-ram-343,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,noisy,corrected,run_noiseinjection.py
3a873d2ef0054172ba84cba115b59d62,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/3a873d2ef0054172ba84cba115b59d62/artifacts,2023-04-22 22:21:35.749000+00:00,2023-04-22 22:21:50.093000+00:00,0.4137931034482759,0.781042654028436,0.6095505617977528,0.027932960893854747,0.034482758620689655,0.8483412322274881,0.020028612303290415,0.17318435754189945,0.0,0.7962085308056872,0.0,0.41379310344827586,0.03448275862068961,0.028846153846153848,0.0,0.7973114525139664,0.7848198805625121,0.0,0.7692307692307692,0.8293838862559242,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.6,22042023_230909,LOCAL,ines,worried-chimp-498,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,noisy,noisy,run_noiseinjection.py
