run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.equalized_odds_difference_0.2,metrics.correction_acc,metrics.correction_fnr,metrics.predictive_equality_difference_0.5,metrics.equalized_odds_difference_0.5,metrics.accuracy_0.8,metrics.correction_fpr,metrics.predictive_equality_difference_0.2,metrics.predictive_equality_difference_0.8,metrics.accuracy_0.2,metrics.equalized_odds_difference_0.8,metrics.equal_opportunity_difference_0.2,metrics.equal_opportunity_difference_0.5,metrics.demographic_parity_difference_0.5,metrics.demographic_parity_difference_0.8,metrics.roc_auc,metrics.auc_difference,metrics.equal_opportunity_difference_0.8,metrics.demographic_parity_difference_0.2,metrics.accuracy_0.5,params.threshold,params.correction_alg,params.senstive_attr,params.test_size,params.noise_type,params.classifier,params.dataset,params.noise_rate,tags.run,tags.mlflow.source.type,tags.mlflow.user,tags.mlflow.runName,tags.mlflow.source.git.commit,tags.test_set,tags.train_set,tags.mlflow.source.name
d79a9d0720ff4108909340103b1dcc87,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/d79a9d0720ff4108909340103b1dcc87/artifacts,2023-04-22 22:29:23.644000+00:00,2023-04-22 22:29:38.335000+00:00,1.0,0.6729857819905213,0.898876404494382,0.0,1.0,0.9478672985781991,0.0357653791130186,0.0,0.0,0.95260663507109,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.7544677544677545,0.6808080808080808,0.6666666666666667,1.0,0.95260663507109,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.9,22042023_230909,LOCAL,ines,melodic-moose-256,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,corrected,corrected,run_noiseinjection.py
48966c24a09b44edacd81ab6babb4541,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/48966c24a09b44edacd81ab6babb4541/artifacts,2023-04-22 22:29:08.818000+00:00,2023-04-22 22:29:23.257000+00:00,1.0,0.6729857819905213,0.898876404494382,0.0,1.0,0.9478672985781991,0.0357653791130186,0.0,0.0,0.95260663507109,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.7544677544677545,0.6808080808080808,0.6666666666666667,1.0,0.95260663507109,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.9,22042023_230909,LOCAL,ines,dapper-stoat-165,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,corrected,noisy,run_noiseinjection.py
204cd2d769ee4cbdaf6c5993ceecd5c7,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/204cd2d769ee4cbdaf6c5993ceecd5c7/artifacts,2023-04-22 22:28:53.803000+00:00,2023-04-22 22:29:08.428000+00:00,0.5666666666666667,0.6729857819905213,0.898876404494382,0.2777777777777778,0.8,0.8009478672985783,0.0357653791130186,0.4444444444444444,0.1717171717171717,0.5687203791469194,0.5,0.5666666666666667,0.8,0.30288461538461536,0.1875,0.6456876456876458,0.7752525252525253,0.5,0.13301282051282054,0.7156398104265402,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.9,22042023_230909,LOCAL,ines,fearless-smelt-59,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,corrected,original,run_noiseinjection.py
166af8c0d7ca46a4aa81c074433302c5,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/166af8c0d7ca46a4aa81c074433302c5/artifacts,2023-04-22 22:28:38.945000+00:00,2023-04-22 22:28:53.369000+00:00,1.0,0.6729857819905213,0.898876404494382,0.0,1.0,0.9478672985781991,0.0357653791130186,0.0,0.0,0.95260663507109,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.7544677544677545,0.6808080808080808,0.6666666666666667,1.0,0.95260663507109,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.9,22042023_230909,LOCAL,ines,unleashed-croc-714,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,noisy,corrected,run_noiseinjection.py
94a9969d1f474230bcd7b9c494966433,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/94a9969d1f474230bcd7b9c494966433/artifacts,2023-04-22 22:28:24.172000+00:00,2023-04-22 22:28:38.561000+00:00,1.0,0.6729857819905213,0.898876404494382,0.0,1.0,0.9478672985781991,0.0357653791130186,0.0,0.0,0.95260663507109,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.7544677544677545,0.6808080808080808,0.6666666666666667,1.0,0.95260663507109,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.9,22042023_230909,LOCAL,ines,secretive-steed-923,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,noisy,noisy,run_noiseinjection.py
db3a508d0c424309bc3dd9c55239d4ff,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/db3a508d0c424309bc3dd9c55239d4ff/artifacts,2023-04-22 22:28:09.203000+00:00,2023-04-22 22:28:23.784000+00:00,0.5666666666666667,0.6729857819905213,0.898876404494382,0.2777777777777778,0.8,0.8009478672985783,0.0357653791130186,0.4444444444444444,0.1717171717171717,0.5687203791469194,0.5,0.5666666666666667,0.8,0.30288461538461536,0.1875,0.6456876456876458,0.7752525252525253,0.5,0.13301282051282054,0.7156398104265402,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.9,22042023_230909,LOCAL,ines,mysterious-vole-749,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,noisy,original,run_noiseinjection.py
11b521e8e0744f5dbf7de1eb03e81ed1,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/11b521e8e0744f5dbf7de1eb03e81ed1/artifacts,2023-04-22 22:27:54.201000+00:00,2023-04-22 22:28:08.810000+00:00,1.0,0.6729857819905213,0.898876404494382,1.0,1.0,0.6540284360189573,0.0357653791130186,1.0,0.6666666666666666,0.6492890995260664,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.8100603621730382,0.82779891024982,1.0,1.0,0.6492890995260664,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.9,22042023_230909,LOCAL,ines,painted-doe-266,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,original,corrected,run_noiseinjection.py
4f22d5ca6aa041bba8bb50d3eb3cd8a5,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/4f22d5ca6aa041bba8bb50d3eb3cd8a5/artifacts,2023-04-22 22:27:39.270000+00:00,2023-04-22 22:27:53.817000+00:00,1.0,0.6729857819905213,0.898876404494382,1.0,1.0,0.6540284360189573,0.0357653791130186,1.0,0.6666666666666666,0.6492890995260664,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.8100603621730382,0.82779891024982,1.0,1.0,0.6492890995260664,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.9,22042023_230909,LOCAL,ines,amusing-perch-103,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,original,noisy,run_noiseinjection.py
1325ff6da38e42528421f31661233ce6,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/1325ff6da38e42528421f31661233ce6/artifacts,2023-04-22 22:27:24.085000+00:00,2023-04-22 22:27:38.886000+00:00,0.9014084507042254,0.6729857819905213,0.898876404494382,0.08029197080291971,0.7323943661971831,0.8009478672985783,0.0357653791130186,0.09245742092457418,0.0364963503649635,0.8056872037914692,0.4788732394366197,0.09859154929577464,0.2676056338028169,0.30288461538461536,0.1875,0.9160965794768612,0.9152873445049861,0.5211267605633803,0.13301282051282054,0.8578199052132701,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.9,22042023_230909,LOCAL,ines,beautiful-midge-478,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,original,original,run_noiseinjection.py
d32bb0b5c1884740b50d09af91f81d43,78,FINISHED,file:///mnt/c/Users/ineso/MEIC_22_23/rewriting-history/mlruns/78/d32bb0b5c1884740b50d09af91f81d43/artifacts,2023-04-22 22:27:08.762000+00:00,2023-04-22 22:27:23.107000+00:00,0.9411764705882353,0.7109004739336493,0.797752808988764,0.0,0.6666666666666666,0.9052132701421801,0.030042918454935622,0.015706806282722512,0.0,0.909952606635071,0.0,0.9411764705882353,0.6666666666666667,0.6666666666666666,0.0,0.7884816753926701,0.7511549122266707,0.0,0.9807692307692307,0.9146919431279621,0.2,Ordering-Based Correction,V29,0.2,balanced_bias,LogReg,biodeg,0.8,22042023_230909,LOCAL,ines,mercurial-jay-184,4641b3fb03ab198aa67de33b2eb5e06d559d34e0,corrected,corrected,run_noiseinjection.py
